,Date,total_cap_adj,tot_rent_adj,net value adj
385,2019-10-16T00:00:00Z,810186889563.2935,0.0005531091990575851,1212.4546184464557
386,2019-10-17T00:00:00Z,809981783835.1493,-0.00018913392236196528,1212.225302148783
387,2019-10-18T00:00:00Z,806137843410.5668,-0.004354684142363645,1206.9464438485436
388,2019-10-21T00:00:00Z,812296715282.9104,0.0082013434435546,1216.8450261525225
389,2019-10-22T00:00:00Z,812455686820.2391,0.00025012227448137315,1217.149386198155
390,2019-10-23T00:00:00Z,814214597633.8826,0.0022988779126853374,1219.9474640385245
391,2019-10-24T00:00:00Z,821214772939.8716,0.008777396887274393,1230.6554271120144
392,2019-10-25T00:00:00Z,824573693774.3107,0.004402960676218745,1236.0739545635638
393,2019-10-28T00:00:00Z,826785000306.7362,0.002843649401057112,1239.5889155241207
394,2019-10-29T00:00:00Z,826723021359.1438,0.0007669004469914663,1240.5395568175218
395,2019-10-30T00:00:00Z,829373798220.6458,0.0033127584447454794,1244.6491647104099
396,2019-10-31T00:00:00Z,887931337458.5067,-0.0011092871280111868,1243.2684914131069
397,2019-11-01T00:00:00Z,830335034168.3682,0.007783171213937471,1252.945062946669
398,2019-11-04T00:00:00Z,903212574321.2709,0.009978595323576957,1265.4476946924874
399,2019-11-05T00:00:00Z,900233729966.8921,-0.0031681029844314508,1261.4386260742901
400,2019-11-06T00:00:00Z,902126919464.3394,0.0022137493312623705,1264.2311349891907
401,2019-11-07T00:00:00Z,903696361527.6348,0.0019208110500040542,1266.659484123037
402,2019-11-08T00:00:00Z,842923666839.0701,-0.0011128094266342425,1265.2499335087691
403,2019-11-11T00:00:00Z,840332422842.107,0.002291963891976776,1268.1498406706971
404,2019-11-12T00:00:00Z,845890675226.0183,0.0015179072676440026,1270.0747745303127
405,2019-11-13T00:00:00Z,847537866658.449,0.0021213443180655876,1272.769040436781
406,2019-11-14T00:00:00Z,846585187148.7168,-0.001055120298077522,1271.4261159874516
407,2019-11-15T00:00:00Z,849406670673.4264,0.0035149930962584315,1275.89517000755
408,2019-11-18T00:00:00Z,850954062296.5322,0.0019622482349334835,1278.3987930528574
409,2019-11-19T00:00:00Z,848482916269.9076,-0.002803188504404372,1274.8152002521272
410,2019-11-20T00:00:00Z,847274617558.788,-0.0013311158604971131,1273.1182735198686
411,2019-11-21T00:00:00Z,843589813214.0312,-0.0042987610617618,1267.645442258644
412,2019-11-22T00:00:00Z,846326475595.9904,0.0033081028054600388,1271.8389437025082
413,2019-11-25T00:00:00Z,853760379670.1084,0.00878493303430437,1283.0119636533552
414,2019-11-26T00:00:00Z,857892665937.5277,0.0049095155073009015,1289.310930784964
415,2019-11-27T00:00:00Z,860378337895.5732,0.0028943245940987535,1293.0426151213753
416,2019-11-28T00:00:00Z,820827758591.8984,-0.002214255602430145,1290.1794882666618
417,2019-11-29T00:00:00Z,855740750944.9792,-0.003215835612269282,1286.0304831220747
418,2019-12-02T00:00:00Z,843449981617.7605,-0.01412458054489162,1267.865841980031
419,2019-12-03T00:00:00Z,840217468125.7239,-0.0037843553702247195,1263.0677870722095
420,2019-12-04T00:00:00Z,847757443236.4917,0.009081855827261568,1274.5387866144576
421,2019-12-05T00:00:00Z,847201058961.1799,-0.0005545038409444157,1273.8320499618471
422,2019-12-06T00:00:00Z,836253931465.1886,0.012827467968130262,1290.1720897795103
423,2019-12-09T00:00:00Z,855851055136.5455,-0.002075507945659267,1287.4943273559052
424,2019-12-10T00:00:00Z,855132034665.553,-0.0008028504950534991,1286.460661897809
425,2019-12-11T00:00:00Z,855284655751.535,0.0002792793967444775,1286.8199438553993
426,2019-12-12T00:00:00Z,857558561680.1554,0.002847590162421249,1290.4842796683292
427,2019-12-13T00:00:00Z,860249874045.744,0.0032451976587741745,1294.6721562313937
428,2019-12-16T00:00:00Z,870314352612.5233,0.011922478317203373,1310.1078569419494
429,2019-12-17T00:00:00Z,870358321120.576,0.00023350510691754102,1310.4137738171582
430,2019-12-18T00:00:00Z,869884145838.8398,-0.00045907630858356885,1309.8121938991571
431,2019-12-19T00:00:00Z,870613873886.0823,0.0008593145684225067,1310.9377345992723
432,2019-12-20T00:00:00Z,877409019906.254,0.008009508765809015,1321.4377018759749
433,2019-12-23T00:00:00Z,879902398349.0302,0.0022882121576721036,1324.4614316910138
434,2019-12-24T00:00:00Z,383102578206.8659,-1.8948662729655885e-05,1324.4363349180462
435,2019-12-26T00:00:00Z,16294198370.12564,-0.06519079431256614,1238.095278228315
