,ISIN,Environmental Pillar Score,Social Pillar Score,Governance Pillar Score,ESG Score
59,DK0061539921,0.9773813547561762,0.46002024072488323,0.30010717434785905,0.5734627995217756
60,SE0000695876,0.5291114947294718,0.0737625722455551,0.30427420277125855,0.28276370567748466
61,SE0000825820,-0.6751271799659586,-0.20942287144289715,0.5160725209115486,-0.2339400786936581
62,ES0116870314,0.4048042287120407,0.414499845508566,-0.356931277383437,0.22893294640880657
63,ES0124244E34,0.028089333393772103,0.3169536197183366,-0.0455464126473051,0.13030310119697652
64,AT0000746409,0.38256636995461435,0.18871163076165118,-0.011398781702831866,0.22317943164458068
65,DE000WCH8881,0.3443189254819729,0.13895229072325574,-0.07915596873699582,0.16698573841257064
66,FI0009005987,0.33668147963240713,0.45104459746914755,0.6645883642635025,0.43766870697485527
67,DK0010274414,0.36720515852025026,-0.026547962044576493,0.2584777133211806,0.1260905881052342
68,SE0000108227,0.5541292034014068,0.2879822004806577,0.13876250310041052,0.3280310781753147
69,CH0012221716,0.7539028290240107,0.3838963109279517,0.41953510335644373,0.5098676575592787
70,AT0000606306,0.044860038392359296,0.2758601965355189,-0.15708238747919875,0.09364039661981753
71,CZ0005112300,0.20593240454771378,-0.05372117509444271,0.12958730269350002,0.09992488481832831
72,DE0005773303,0.17850447058554314,0.23393388761019307,0.12706878067093677,0.19131203345868808
73,DK0010244508,0.29498666398129614,-0.09829961137410893,0.29021811423392446,0.1352061450180531
74,PLKGHM000017,-0.08944639351601025,-0.098474708604523,-0.4674706997773056,-0.18655917020548357
75,DE0007472060,-0.5868299971380989,-0.4762883049120137,-0.1564515164245681,-0.39204075594477705
76,DE000A0HN5C6,0.5427955575222847,0.36526093319304853,0.43791869197474614,0.4412579638245756
77,ES0118900010,0.20970356714638272,0.3670415429500163,0.360664677239082,0.30669091277604826
78,ES0109067019,0.6221477815537294,0.40656340567983074,0.6418768922013528,0.5379888787700834
79,DK0060336014,0.26123113090670497,0.09908155956846675,-0.015935354117922518,0.13377432900808958
80,DE000TLX1005,0.20774913163230319,0.1780663350914883,0.2577843252505113,0.2148374878224805
81,DE000A1J5RX9,0.536579178903426,0.12740854469039303,0.1398397263301661,0.20638283687121622
82,DK0060448595,0.37870444793501395,0.18244415943421288,-0.16201961012799998,0.09098839572974228
83,DE000KGX8881,0.23631396412347533,0.27724571204789983,0.42215975191623933,0.30635505476520175
84,DK0060534915,0.3601007733508114,0.255546209601588,0.12959570276808322,0.2417650420759609
85,CH0012142631,0.12364109254019968,0.27876906711363353,0.2677415526714621,0.2189949618241508
86,CH0012255151,0.2402391869934376,-0.17201980466768865,-0.4232118681484958,-0.16013825665116496
87,CH0023405456,-0.25246862231253997,-0.17862700774834728,0.03451505858699824,-0.11435842345630344
88,CH0008742519,0.5538530539423809,0.10195021731504764,0.10517004623053336,0.18625260547373787
89,CH0012214059,0.0282773952314458,-0.05489062221182547,0.16705844649467633,0.033164137625098726
90,CH0126881561,0.07103875845952269,0.2030682491361312,0.3016931725114947,0.22724086412968317
91,CH0012005267,0.34015180090500513,0.25383451677424745,0.18204476966661454,0.2516448891773343
92,CH0016440353,-0.45264683891761737,-0.2928513134531729,-0.2817871376577757,-0.34950009210473526
93,CH0014852781,0.4552540322460097,0.06880686931049322,-0.08953534678104781,0.052040276152953466
94,CH0002497458,,,,
95,CH0210483332,0.0041547629939974505,0.17646859758416747,0.1664539890761932,0.1416630542277528
96,CH1175448666,-0.09022437761961906,-0.007157183506151696,0.03952901177258782,-0.0026720574244718906
97,CH0025238863,0.3411955297075218,0.08868496867825981,0.013911167531627041,0.14818629134930372
98,CH0024638196,-0.22294453229349132,-0.10621032963265228,-0.12964723237429426,-0.14947920742725693
99,CH0102484968,0.2763771568847671,-0.0078201164244241,0.2265700087816572,0.11234717433378939
100,CH0009002962,0.2252572309080923,0.31826744033682797,0.20768072987663783,0.2647451617051806
101,CH0008038389,-0.05403206097500935,0.057953888072452525,0.2757108401568866,0.08985024002530807
102,CH0012032048,0.4730913778005718,0.3208459043547888,0.4331304567008848,0.38516987651490925
103,CH0011075394,0.3929544939248235,0.3410091947306257,0.1999295714534674,0.28913322059120705
104,CH0012138530,0.3841280141736429,0.19696887175197772,0.3227112599893333,0.26612566174778524
105,CH0010645932,0.17119560250176002,0.06913569642383674,0.3709060212632842,0.1731322952491196
106,CH0012549785,0.35700391198342424,0.2282169040671227,0.21323991719146143,0.2410860265239493
107,CH0030170408,0.48595977735199175,0.5312125816433731,0.18644885490768245,0.4278531476547901
108,CH0012410517,-0.476390641126842,-0.5180097567785376,-0.26374335608396965,-0.4074284374131295
109,CH0038863350,0.49604297079794224,0.382857538761774,0.29520416211714434,0.3928964699703078
110,DK0060542181,-0.014466029121204566,0.1859440434713088,0.48864529470331236,0.24644901979437586
111,DE000ZAL1111,0.6825393925068592,-0.0747581892470597,0.4780598401677109,0.2607216533225579
112,CH0244767585,1.0922529240122578,0.4762002456473457,0.5077314719152304,0.5616005478934076
113,ES0105046009,-0.011791756960485652,0.18563350831039466,0.055584780277707406,0.09573364606650568
114,DK0060636678,0.08154158748261776,-0.10905137246364655,0.06283136351049673,-0.013774447552020404
115,SE0007100599,0.5010936562097431,0.09312939988558967,-0.27420080262225444,0.020181186891575303
116,SE0007100581,0.27296594086569437,0.21717523121847174,0.19605635421507805,0.23071363089077088
117,DE0006062144,0.3582300179672289,0.019429844240151237,0.4887691406310667,0.2477475299293052
118,DE000SHA0159,0.2805583908243964,0.1612811449601843,0.11417346457356613,0.1881568293689833
119,ES0171996087,0.43209258415142904,0.18506929152750717,-0.28462509073735054,0.1033848569319149
120,CH0319416936,-0.39208757903298436,-0.6187961745185858,-0.5164162546344888,-0.5271634703572949
121,DK0060094928,0.3611229005405663,-0.01051429576180082,0.0491970674729716,0.1611376848781394
122,ES0173093024,0.14987519005011735,0.3166308383974365,0.324417468738515,0.2478441514198127
123,NL0012169213,0.8006326310092837,0.4376738466282617,0.15516177687504862,0.3880007528177745
124,DE000BFB0019,-0.07336350953328133,0.09966266559283714,0.20706680485285936,0.08710758535172673
125,CNE100000296,0.13337812612462574,-0.5757590138647812,-0.11573099832421807,-0.23822819544623217
126,SE0017486889,0.5341424053191584,0.39175931517859564,0.24424838769590576,0.39361316993672013
127,IE00BK9ZQ967,0.23071760216648593,0.44019746346972294,0.30292320851002963,0.33501753781286425
128,SE0017768716,0.2005224687199168,0.23935248027039677,0.0056083320386084105,0.16792443367199675
129,KYG3777B1032,0.273468621910475,0.06467092948983873,-0.17245527744729494,0.07457239894504272
130,CH0418792922,0.4878088157237322,0.005900955725717589,0.21270996241539575,0.22947986700676942
131,KYG875721634,0.6479566492535095,0.38156351037227376,0.43987477756059296,0.43682172427235205
132,BE0974293251,0.14366266897345162,0.05012229843868777,0.2779742315797988,0.13097698341060868
133,NO0010890304,0.227651620544745,0.14392170961132492,-0.6455029354989624,-0.1019808145521205
134,IT0001006128,0.010289195880648116,-0.08600232633371252,-0.026260163902361817,-0.043065882886791626
135,FR0010340141,0.0818217375249954,0.06348714711210572,-0.16563458173927179,0.012244795555145224
136,IT0001384590,-0.40835070754532826,-0.5999783456270488,-0.0476262845496698,-0.42084911649197426
137,NO0003078107,-0.6764438670742936,-0.3385138971368935,-0.5109350614541984,-0.505556971384065
138,NL0013267909,0.05650550412822455,0.15790327484048733,0.337511670463767,0.15985440016139468
139,FR0010131409,-0.9466730680640293,-0.692277208596727,-0.6702466896371627,-0.7092275339854437
140,FR0010220475,0.7785478821764485,0.37602505421257454,0.38407860407422517,0.5041843197057158
141,NL0000888691,-0.09199529727067862,-0.011750687837696738,0.2876683226436995,0.034141227114120154
142,IT0004056880,0.16069524915425853,0.055298074685808045,-0.009562080248456572,0.04766526200028944
143,FR0000064164,-0.1844407734396353,-0.5641774522928831,-0.6533449175164254,-0.39680682368486225
144,FR0000051732,0.6774509719849239,0.4131896832916517,0.19400140790070808,0.34032078428924545
145,FR0000035164,0.30529192762017465,0.09692096674947404,-0.2124622786431846,0.0050145909619265135
146,IT0005244402,-0.670793889471658,0.1472595155078253,-0.3178518167897232,-0.12554995231945673
147,FR0013280286,0.3874365607949964,0.26886625789821733,-0.34104372510945713,0.07486484215541579
148,IE00BD1RP616,-0.11050935661771615,0.010711786311842423,0.03427504395469471,0.0025400773343832923
149,DE0007236101,0.6955950890953437,0.4401036410603087,0.48225493183411366,0.48675219192089675
150,IT0004329733,-0.29658727985048744,-0.45184522377871084,-0.728944023013847,-0.5338265514981786
151,IT0003121677,0.13502847067541354,0.16092000176604102,-0.4658759299134118,-0.06117473530624987
152,BE0974256852,0.31142580409774084,-0.09030099438439236,-0.6624178353400344,-0.14882186206641684
153,IT0004053440,-0.04255217308060553,0.13678696158323647,-0.003069102323182076,0.054371446625759046
154,FR0000125486,0.41149625879810303,-0.006756849866685801,0.42114316641252025,0.25056211863683353
155,GB0002374006,0.10678295097727179,0.3117035125525159,-0.19554709025586192,0.1327099379325219
156,LU0290697514,-0.9251989478617946,-0.5412493082170363,0.06447632197975876,-0.4976123622388983
157,IT0003115950,-0.2863829197868627,-0.18736467585905286,-0.06458304233314527,-0.19054172803078104
158,IT0001044996,-0.4815851027096124,0.09323931681200773,-0.37589753368776313,-0.1480889611353683
159,IT0005394413,-0.21211558952012946,0.0005776346720205499,-0.7114650152700633,-0.35026503047688623
160,FR0014003TT8,0.6991791329540256,0.4187949246852474,-0.05568169118631044,0.2299810181067112
161,ES0127797019,0.3947935298985398,0.077862007045726,0.13536288268716712,0.22581321009861524
162,FR0012435121,0.5243667197560448,0.15764515232093704,0.46469367712024023,0.3334422659291258
163,NL0012059018,0.1657007974952216,-0.15787922628372045,0.06967737414936682,0.009075859214725477
164,FR0000130452,0.4335666436367915,0.18730441757965596,0.3308175996706794,0.31324657771364706
165,IT0000060886,0.1194136483219284,-0.40233741859847305,0.0719699660818561,-0.11899299139103532
166,IT0001033700,-0.6476371089503867,-0.30898923028985886,-0.3701992277009201,-0.3970648032523567
167,BE0003797140,1.0209811228606978,0.3557723490069771,0.16175144053238882,0.46164768168196374
168,IT0003203947,0.1854351525403155,-0.15355706544031036,0.42748836370472104,0.14079436700026346
169,IT0000062072,0.4616787519371688,0.31683346634687637,0.351797186398801,0.3496156034180127
170,FR0010040865,0.381208765829737,0.43639497193323074,0.29820582534897677,0.37096823184772476
171,NO0010582521,-0.015562361189849747,-0.05905469930189337,0.06588280674901029,-0.00180787468864918
172,IE0000669501,-0.3489764398300225,-0.2780978596395324,-0.0339452353654204,-0.23746382301660127
173,FR0000066672,-0.1110941685362409,-0.5339967038365884,-0.13754866413023087,-0.31717087064059624
174,NL0000009165,0.022846381777773032,0.096177161811347,0.14592341480268098,0.08539470701542208
175,NL0000008977,0.042577390033892576,0.08396503669744484,-0.15068169761957326,0.01736307684377376
176,GB00BK7YQK64,0.047991845822027104,0.23958475530848486,-0.015634103734401012,0.08388099951082971
177,IT0001250932,0.37921252115543375,0.30365079470675627,0.09418193861391244,0.2875796718307051
178,IT0005322612,-0.08659754577124255,0.3926766093701351,-0.15655564842822123,0.03156192917616074
179,IT0001078911,-0.6501485860160204,-0.09453695568477817,0.26594711123920567,-0.16398244786970012
180,FR0010259150,0.4673368118148491,0.06493202053509431,-0.3323653457678597,0.03685216233974114
181,LU0556041001,-0.3650944162503647,-0.29105355750056927,-0.1256790216813871,-0.2639886195515889
182,PTJMT0AE0001,0.3415659145273243,0.27931074287259283,0.10923056790949086,0.2481251283952491
183,BE0003565737,0.48554538488123666,0.18022632309439335,-0.5413751222189074,-0.03015130904364243
184,BE0974274061,-0.49469224110706184,-0.3750861543805832,-0.645570311733433,-0.48113050444504213
185,NL0000009082,0.20919435170661174,0.218596278298292,0.06661107581660779,0.1746379864790185
186,BE0003822393,-0.14591326589389986,-0.08903157714498909,-0.30342714786220437,-0.16418237158542773
187,FR0010307819,0.5452351530184323,0.29817097629317224,0.5023903578370856,0.43445844585579485
188,FR0000065484,0.503533102753041,0.03641051888216112,0.030628928115635223,0.08351465171761961
189,IT0003428445,-0.0356428936837001,-0.04234200684241608,-0.3131275000684294,-0.11428187711760202
190,DE0008430026,0.4286591891707023,0.2039794122030359,0.20946354478499413,0.2346364426720447
191,NO0003054108,0.027747852902344404,0.34993477107730636,0.17917430341826998,0.21716850452312222
192,PTCOR0AE0006,0.16144260711036304,0.3176514913496864,0.3254239492077977,0.24306787601844126
193,IT0005385213,-0.3193242998711954,-0.3854207797130224,-0.1346088533100018,-0.30468915639526756
194,NO0003733800,0.6353094672057682,0.4047670533802235,0.453954755473831,0.48167079162216925
195,FR0000184798,0.33084015953039364,0.2636315718692208,-0.09942265296724406,0.14279860209265388
196,IT0005138703,-0.27378515111781354,-0.3944254344587659,0.4107706826913728,-0.14660804046433293
197,BE0974294267,-0.3196416866710666,-0.41723261453744187,-0.3107449829204554,-0.35665857229659065
198,BE0003810273,0.22290553573464972,0.21635652315792137,-0.1464319200974796,0.11677910233725812
199,DE000PSM7770,-0.24632867174985829,-0.12229966160743372,0.47787538032902294,0.0773944068804031
200,NL0011585146,-0.11819279679389504,-0.055842348106703896,0.023712335647442382,-0.05669885586031956
201,FR0000121634,-0.6258358565949661,-0.5910470845441798,-0.4085082437922147,-0.5610219596662599
202,FR0000121121,-0.07773235377440588,0.33224924270952105,-0.09468760080795122,0.07605508089380073
203,FR0000121220,0.1321655794123128,0.3750651576840623,0.27180637042549843,0.27754737187309253
204,FR0000060618,0.17429100921416033,0.2967394281693126,-0.3608231773615043,0.08858877926753267
205,FR0000052292,0.007072899307384869,-0.11833543586386375,-0.29024842025761505,-0.13949955155502183
206,GB00BNR4T868,-0.18571997582033004,0.14545181533792445,0.2764700162442326,0.12257390561069151
207,NO0010863285,-0.4075907281512902,-0.4228868174270257,-0.351364686944417,-0.3995684978224858
208,GB00B5ZN1N88,0.10155818233556536,0.22501474018102802,0.32559760851580777,0.20901111543887746
209,IE00B1RR8406,0.31710052650178827,0.25355133366218596,0.3095207191428189,0.2885172796568279
210,BE0003765790,0.5391054150569938,-0.000276507327194982,-0.48191709990301895,0.03171444769730843
211,BE0003470755,0.4496432538295903,0.1367270484005929,0.35453966867568454,0.300243965107726
212,PTSON0AM0001,0.10877204757806826,0.004638202156175006,0.4747388360108444,0.15745004149606945
213,FR0000077919,0.42682865591220887,0.13186453905121065,0.4094384270427141,0.26095378061750585
214,IT0004195308,-0.8672640375188343,-0.5020415395206386,-0.26043515462219907,-0.46716054248958633
215,NO0010063308,-0.01873810621094411,0.059437844571337176,0.26766742182653064,0.10285708928934009
216,FR0000051807,0.25884643049322303,0.2943380660554845,0.4004842729565121,0.322537605730708
217,FR0005691656,0.4216797957859417,-0.13219261780452707,-0.3904216737933869,-0.1698596794032998
218,GB00B10RZP78,0.3021132960810228,0.25324056938451905,0.27921822141512254,0.2714590334236795
219,IT0004810054,0.3936400962962738,0.34647008430326715,-0.09568932172494123,0.16927629615354248
220,GB00B2B0DG97,0.582816777160755,0.2740190574790828,0.4563134829172693,0.39667203608354007
221,FR0013326246,0.3142054533659314,0.5126422486331375,0.35946230869254836,0.38674294266545783
222,NO0005806802,-0.3656964352411631,-0.1813188395261276,-0.22945216426376858,-0.2616275820853536
223,BE0003878957,0.023136581760764247,-0.029514306239740946,-0.02524227307038572,-0.012208510987307098
224,NL0009432491,0.43014630719311026,0.37494668442423307,0.20423041389575,0.3459560421671599
225,BE0974349814,-0.08665749661658452,0.14443434383087317,-0.39565252078272756,-0.11726492903533944
226,NL0000395903,-0.03588239782027697,0.17245759750810674,0.1547937021488624,0.12475732427649591
227,FR0014004EC4,-0.7511893362857309,-0.6423723004000701,-0.5387533051527672,-0.6464254865133396
228,NO0010208051,0.2666810960743162,0.20436661948437376,0.15035286278418808,0.21554447577843153
229,NO0010708910,-0.6101979817668259,0.006939532430150112,-0.5653142359888349,-0.3073827180329568
